GameRound, P1_choice, P1_score, P2_choice, P2_score, GameValue
570,0,294,None,845,588
570,None,294,0,846,588
571,1,295,None,846,589
571,None,295,1,847,590
572,1,296,None,847,591
572,None,296,1,848,592
573,1,297,None,848,593
573,None,297,1,849,594
574,0,297,None,850,594
574,None,297,0,851,594
575,1,298,None,851,595
575,None,298,1,852,596
576,1,299,None,852,597
576,None,299,1,853,598
577,1,300,None,853,599
577,None,300,1,854,600
578,0,300,None,855,600
578,None,300,0,856,600
579,0,300,None,857,600
579,None,300,0,858,600
580,1,301,None,858,601
580,None,301,1,859,602
581,1,302,None,859,603
581,None,302,1,860,604
582,1,303,None,860,605
582,None,303,1,861,606
583,1,304,None,861,607
583,None,304,1,862,608
584,1,305,None,862,609
584,None,305,1,863,610
585,1,306,None,863,611
585,None,306,1,864,612
586,0,306,None,865,612
586,None,306,0,866,612
587,1,307,None,866,613
587,None,307,1,867,614
588,0,307,None,868,614
588,None,307,0,869,614
589,1,308,None,869,615
589,None,308,1,870,616
590,1,309,None,870,617
590,None,309,1,871,618
591,1,310,None,871,619
591,None,310,1,872,620
592,1,311,None,872,621
592,None,311,1,873,622
593,1,312,None,873,623
593,None,312,1,874,624
594,1,313,None,874,625
594,None,313,1,875,626
595,1,314,None,875,627
595,None,314,1,876,628
596,0,314,None,877,628
596,None,314,0,878,628
597,0,314,None,879,628
597,None,314,0,880,628
598,1,315,None,880,629
598,None,315,1,881,630
599,1,316,None,881,631
599,None,316,1,882,632
600,0,316,None,883,632
600,None,316,0,884,632
601,0,316,None,885,632
601,None,316,0,886,632
602,0,316,None,887,632
602,None,316,0,888,632
603,0,316,None,889,632
603,None,316,0,890,632
604,0,316,None,891,632
604,None,316,0,892,632
605,0,316,None,893,632
605,None,316,0,894,632
606,0,316,None,895,632
606,None,316,0,896,632
607,1,317,None,896,633
607,None,317,1,897,634
608,0,317,None,898,634
608,None,317,0,899,634
609,1,318,None,899,635
609,None,318,1,900,636
610,1,319,None,900,637
610,None,319,1,901,638
611,0,319,None,902,638
611,None,319,0,903,638
612,1,320,None,903,639
612,None,320,1,904,640
613,0,320,None,905,640
613,None,320,0,906,640
614,1,321,None,906,641
614,None,321,1,907,642
615,1,322,None,907,643
615,None,322,1,908,644
616,1,323,None,908,645
616,None,323,1,909,646
617,0,323,None,910,646
617,None,323,0,911,646
618,0,323,None,912,646
618,None,323,0,913,646
619,0,323,None,914,646
619,None,323,0,915,646
620,1,324,None,915,647
620,None,324,1,916,648
621,1,325,None,916,649
621,None,325,1,917,650
622,1,326,None,917,651
622,None,326,1,918,652
623,1,327,None,918,653
623,None,327,1,919,654
624,0,327,None,920,654
624,None,327,0,921,654
625,1,328,None,921,655
625,None,328,1,922,656
626,0,328,None,923,656
626,None,328,0,924,656
627,1,329,None,924,657
627,None,329,1,925,658
628,0,329,None,926,658
628,None,329,0,927,658
629,1,330,None,927,659
629,None,330,1,928,660
630,0,330,None,929,660
630,None,330,0,930,660
631,0,330,None,931,660
631,None,330,0,932,660
632,1,331,None,932,661
632,None,331,1,933,662
633,0,331,None,934,662
633,None,331,0,935,662
634,0,331,None,936,662
634,None,331,0,937,662
635,0,331,None,938,662
635,None,331,0,939,662
636,1,332,None,939,663
636,None,332,1,940,664
637,0,332,None,941,664
637,None,332,0,942,664
638,1,333,None,942,665
638,None,333,1,943,666
639,0,333,None,944,666
639,None,333,0,945,666
640,0,333,None,946,666
640,None,333,0,947,666
641,1,334,None,947,667
641,None,334,1,948,668
642,1,335,None,948,669
642,None,335,1,949,670
643,1,336,None,949,671
643,None,336,1,950,672
644,0,336,None,951,672
644,None,336,0,952,672
645,0,336,None,953,672
645,None,336,0,954,672
646,0,336,None,955,672
646,None,336,0,956,672
647,0,336,None,957,672
647,None,336,0,958,672
648,1,337,None,958,673
648,None,337,1,959,674
649,1,338,None,959,675
649,None,338,1,960,676
650,1,339,None,960,677
650,None,339,1,961,678
651,1,340,None,961,679
651,None,340,1,962,680
652,1,341,None,962,681
652,None,341,1,963,682
653,1,342,None,963,683
653,None,342,1,964,684
654,1,343,None,964,685
654,None,343,1,965,686
655,1,344,None,965,687
655,None,344,1,966,688
656,0,344,None,967,688
656,None,344,0,968,688
657,1,345,None,968,689
657,None,345,1,969,690
658,1,346,None,969,691
658,None,346,1,970,692
659,0,346,None,971,692
659,None,346,0,972,692
660,0,346,None,973,692
660,None,346,0,974,692
661,0,346,None,975,692
661,None,346,0,976,692
662,1,347,None,976,693
662,None,347,1,977,694
663,1,348,None,977,695
663,None,348,1,978,696
664,1,349,None,978,697
664,None,349,1,979,698
665,1,350,None,979,699
665,None,350,1,980,700
666,0,350,None,981,700
666,None,350,0,982,700
667,0,350,None,983,700
667,None,350,0,984,700
668,0,350,None,985,700
668,None,350,0,986,700
669,0,350,None,987,700
669,None,350,0,988,700
670,1,351,None,988,701
670,None,351,1,989,702
671,0,351,None,990,702
671,None,351,0,991,702
672,1,352,None,991,703
672,None,352,1,992,704
673,1,353,None,992,705
673,None,353,1,993,706
674,1,354,None,993,707
674,None,354,1,994,708
675,0,354,None,995,708
675,None,354,0,996,708
676,0,354,None,997,708
676,None,354,0,998,708
677,0,354,None,999,708
677,None,354,0,1000,708
678,0,354,None,1001,708
678,None,354,0,1002,708
679,0,354,None,1003,708
679,None,354,0,1004,708
680,0,354,None,1005,708
680,None,354,0,1006,708
681,0,354,None,1007,708
681,None,354,0,1008,708
682,1,355,None,1008,709
682,None,355,1,1009,710
683,1,356,None,1009,711
683,None,356,1,1010,712
684,0,356,None,1011,712
684,None,356,0,1012,712
685,0,356,None,1013,712
685,None,356,0,1014,712
686,1,357,None,1014,713
686,None,357,1,1015,714
687,1,358,None,1015,715
687,None,358,1,1016,716
688,0,358,None,1017,716
688,None,358,0,1018,716
689,0,358,None,1019,716
689,None,358,0,1020,716
690,0,358,None,1021,716
690,None,358,0,1022,716
691,0,358,None,1023,716
691,None,358,0,1024,716
692,0,358,None,1025,716
692,None,358,0,1026,716
693,0,358,None,1027,716
693,None,358,0,1028,716
694,1,359,None,1028,717
694,None,359,1,1029,718
695,1,360,None,1029,719
695,None,360,1,1030,720
696,1,361,None,1030,721
696,None,361,1,1031,722
697,1,362,None,1031,723
697,None,362,1,1032,724
698,1,363,None,1032,725
698,None,363,1,1033,726
699,0,363,None,1034,726
699,None,363,0,1035,726
700,0,363,None,1036,726
700,None,363,0,1037,726
701,0,363,None,1038,726
701,None,363,0,1039,726
702,0,363,None,1040,726
702,None,363,0,1041,726
703,0,363,None,1042,726
703,None,363,0,1043,726
704,1,364,None,1043,727
704,None,364,1,1044,728
705,1,365,None,1044,729
705,None,365,1,1045,730
706,1,366,None,1045,731
706,None,366,1,1046,732
707,1,367,None,1046,733
707,None,367,1,1047,734
708,0,367,None,1048,734
708,None,367,0,1049,734
709,1,368,None,1049,735
709,None,368,1,1050,736
710,1,369,None,1050,737
710,None,369,1,1051,738
711,1,370,None,1051,739
711,None,370,1,1052,740
712,0,370,None,1053,740
712,None,370,0,1054,740
713,1,371,None,1054,741
713,None,371,1,1055,742
714,0,371,None,1056,742
714,None,371,0,1057,742
715,1,372,None,1057,743
715,None,372,1,1058,744
716,0,372,None,1059,744
716,None,372,0,1060,744
717,0,372,None,1061,744
717,None,372,0,1062,744
718,0,372,None,1063,744
718,None,372,0,1064,744
719,1,373,None,1064,745
719,None,373,1,1065,746
720,1,374,None,1065,747
720,None,374,1,1066,748
721,0,374,None,1067,748
721,None,374,0,1068,748
722,0,374,None,1069,748
722,None,374,0,1070,748
723,1,375,None,1070,749
723,None,375,1,1071,750
724,0,375,None,1072,750
724,None,375,0,1073,750
725,0,375,None,1074,750
725,None,375,0,1075,750
726,1,376,None,1075,751
726,None,376,1,1076,752
727,0,376,None,1077,752
727,None,376,0,1078,752
728,1,377,None,1078,753
728,None,377,1,1079,754
729,0,377,None,1080,754
729,None,377,0,1081,754
730,1,378,None,1081,755
730,None,378,1,1082,756
731,1,379,None,1082,757
731,None,379,1,1083,758
732,0,379,None,1084,758
732,None,379,0,1085,758
733,0,379,None,1086,758
733,None,379,0,1087,758
734,1,380,None,1087,759
734,None,380,1,1088,760
735,1,381,None,1088,761
735,None,381,1,1089,762
736,1,382,None,1089,763
736,None,382,1,1090,764
737,1,383,None,1090,765
737,None,383,1,1091,766
738,1,384,None,1091,767
738,None,384,1,1092,768
739,1,385,None,1092,769
739,None,385,1,1093,770
740,1,386,None,1093,771
740,None,386,1,1094,772
741,1,387,None,1094,773
741,None,387,1,1095,774
742,0,387,None,1096,774
742,None,387,0,1097,774
743,0,387,None,1098,774
743,None,387,0,1099,774
744,1,388,None,1099,775
744,None,388,1,1100,776
745,0,388,None,1101,776
745,None,388,0,1102,776
746,1,389,None,1102,777
746,None,389,1,1103,778
747,1,390,None,1103,779
747,None,390,1,1104,780
748,0,390,None,1105,780
748,None,390,0,1106,780
749,1,391,None,1106,781
749,None,391,1,1107,782
750,1,392,None,1107,783
750,None,392,1,1108,784
751,0,392,None,1109,784
751,None,392,0,1110,784
752,0,392,None,1111,784
752,None,392,0,1112,784
753,0,392,None,1113,784
753,None,392,0,1114,784
754,1,393,None,1114,785
754,None,393,1,1115,786
755,1,394,None,1115,787
755,None,394,1,1116,788
756,0,394,None,1117,788
756,None,394,0,1118,788
757,0,394,None,1119,788
757,None,394,0,1120,788
758,1,395,None,1120,789
758,None,395,1,1121,790
759,0,395,None,1122,790
759,None,395,0,1123,790
760,1,396,None,1123,791
760,None,396,1,1124,792
761,0,396,None,1125,792
761,None,396,0,1126,792
762,1,397,None,1126,793
762,None,397,1,1127,794
763,0,397,None,1128,794
763,None,397,0,1129,794
764,0,397,None,1130,794
764,None,397,0,1131,794
765,1,398,None,1131,795
765,None,398,1,1132,796
766,0,398,None,1133,796
766,None,398,0,1134,796
767,1,399,None,1134,797
767,None,399,1,1135,798
768,0,399,None,1136,798
768,None,399,0,1137,798
769,1,400,None,1137,799
769,None,400,1,1138,800
770,1,401,None,1138,801
770,None,401,1,1139,802
771,1,402,None,1139,803
771,None,402,1,1140,804
772,1,403,None,1140,805
772,None,403,1,1141,806
773,1,404,None,1141,807
773,None,404,1,1142,808
774,1,405,None,1142,809
774,None,405,1,1143,810
775,1,406,None,1143,811
775,None,406,1,1144,812
776,0,406,None,1145,812
776,None,406,0,1146,812
777,0,406,None,1147,812
777,None,406,0,1148,812
778,1,407,None,1148,813
778,None,407,1,1149,814
779,0,407,None,1150,814
779,None,407,0,1151,814
780,0,407,None,1152,814
780,None,407,0,1153,814
781,1,408,None,1153,815
781,None,408,1,1154,816
782,1,409,None,1154,817
782,None,409,1,1155,818
783,0,409,None,1156,818
783,None,409,0,1157,818
784,0,409,None,1158,818
784,None,409,0,1159,818
785,1,410,None,1159,819
785,None,410,1,1160,820
786,0,410,None,1161,820
786,None,410,0,1162,820
787,0,410,None,1163,820
787,None,410,0,1164,820
788,0,410,None,1165,820
788,None,410,0,1166,820
789,1,411,None,1166,821
789,None,411,1,1167,822
790,0,411,None,1168,822
790,None,411,0,1169,822
791,1,412,None,1169,823
791,None,412,1,1170,824
792,0,412,None,1171,824
792,None,412,0,1172,824
793,0,412,None,1173,824
793,None,412,0,1174,824
794,1,413,None,1174,825
794,None,413,1,1175,826
795,1,414,None,1175,827
795,None,414,1,1176,828
796,1,415,None,1176,829
796,None,415,1,1177,830
797,1,416,None,1177,831
797,None,416,1,1178,832
798,1,417,None,1178,833
798,None,417,1,1179,834
799,0,417,None,1180,834
799,None,417,0,1181,834
800,1,418,None,1181,835
800,None,418,1,1182,836
801,0,418,None,1183,836
801,None,418,0,1184,836
802,0,418,None,1185,836
802,None,418,0,1186,836
803,0,418,None,1187,836
803,None,418,0,1188,836
804,1,419,None,1188,837
804,None,419,1,1189,838
805,1,420,None,1189,839
805,None,420,1,1190,840
806,0,420,None,1191,840
806,None,420,0,1192,840
807,0,420,None,1193,840
807,None,420,0,1194,840
808,1,421,None,1194,841
808,None,421,1,1195,842
809,0,421,None,1196,842
809,None,421,0,1197,842
810,0,421,None,1198,842
810,None,421,0,1199,842
811,0,421,None,1200,842
811,None,421,0,1201,842
812,1,422,None,1201,843
812,None,422,1,1202,844
813,1,423,None,1202,845
813,None,423,1,1203,846
814,0,423,None,1204,846
814,None,423,0,1205,846
815,1,424,None,1205,847
815,None,424,1,1206,848
816,0,424,None,1207,848
816,None,424,0,1208,848
817,0,424,None,1209,848
817,None,424,0,1210,848
818,1,425,None,1210,849
818,None,425,1,1211,850
819,1,426,None,1211,851
819,None,426,1,1212,852
820,0,426,None,1213,852
820,None,426,0,1214,852
821,0,426,None,1215,852
821,None,426,0,1216,852
822,0,426,None,1217,852
822,None,426,0,1218,852
823,0,426,None,1219,852
823,None,426,0,1220,852
824,0,426,None,1221,852
824,None,426,0,1222,852
825,0,426,None,1223,852
825,None,426,0,1224,852
826,1,427,None,1224,853
826,None,427,1,1225,854
827,1,428,None,1225,855
827,None,428,1,1226,856
828,1,429,None,1226,857
828,None,429,1,1227,858
829,0,429,None,1228,858
829,None,429,0,1229,858
830,1,430,None,1229,859
830,None,430,1,1230,860
831,1,431,None,1230,861
831,None,431,1,1231,862
832,1,432,None,1231,863
832,None,432,1,1232,864
833,1,433,None,1232,865
833,None,433,1,1233,866
834,0,433,None,1234,866
834,None,433,0,1235,866
835,0,433,None,1236,866
835,None,433,0,1237,866
836,1,434,None,1237,867
836,None,434,1,1238,868
837,1,435,None,1238,869
837,None,435,1,1239,870
838,0,435,None,1240,870
838,None,435,0,1241,870
839,1,436,None,1241,871
839,None,436,1,1242,872
840,0,436,None,1243,872
840,None,436,0,1244,872
841,1,437,None,1244,873
841,None,437,1,1245,874
842,0,437,None,1246,874
842,None,437,0,1247,874
843,0,437,None,1248,874
843,None,437,0,1249,874
844,1,438,None,1249,875
844,None,438,1,1250,876
845,1,439,None,1250,877
845,None,439,1,1251,878
846,1,440,None,1251,879
846,None,440,1,1252,880
847,1,441,None,1252,881
847,None,441,1,1253,882
848,1,442,None,1253,883
848,None,442,1,1254,884
849,0,442,None,1255,884
849,None,442,0,1256,884
850,1,443,None,1256,885
850,None,443,1,1257,886
851,1,444,None,1257,887
851,None,444,1,1258,888
852,0,444,None,1259,888
852,None,444,0,1260,888
853,1,445,None,1260,889
853,None,445,1,1261,890
854,1,446,None,1261,891
854,None,446,1,1262,892
855,0,446,None,1263,892
855,None,446,0,1264,892
856,1,447,None,1264,893
856,None,447,1,1265,894
857,1,448,None,1265,895
857,None,448,1,1266,896
858,1,449,None,1266,897
858,None,449,1,1267,898
859,1,450,None,1267,899
859,None,450,1,1268,900
860,0,450,None,1269,900
860,None,450,0,1270,900
861,1,451,None,1270,901
861,None,451,1,1271,902
862,0,451,None,1272,902
862,None,451,0,1273,902
863,1,452,None,1273,903
863,None,452,1,1274,904
864,1,453,None,1274,905
864,None,453,1,1275,906
865,1,454,None,1275,907
865,None,454,1,1276,908
866,1,455,None,1276,909
866,None,455,1,1277,910
867,1,456,None,1277,911
867,None,456,1,1278,912
868,0,456,None,1279,912
868,None,456,0,1280,912
869,1,457,None,1280,913
869,None,457,1,1281,914
870,1,458,None,1281,915
870,None,458,1,1282,916
871,0,458,None,1283,916
871,None,458,0,1284,916
872,0,458,None,1285,916
872,None,458,0,1286,916
873,0,458,None,1287,916
873,None,458,0,1288,916
874,0,458,None,1289,916
874,None,458,0,1290,916
875,0,458,None,1291,916
875,None,458,0,1292,916
876,1,459,None,1292,917
876,None,459,1,1293,918
877,0,459,None,1294,918
877,None,459,0,1295,918
878,0,459,None,1296,918
878,None,459,0,1297,918
879,0,459,None,1298,918
879,None,459,0,1299,918
880,0,459,None,1300,918
880,None,459,0,1301,918
881,1,460,None,1301,919
881,None,460,1,1302,920
882,1,461,None,1302,921
882,None,461,1,1303,922
883,0,461,None,1304,922
883,None,461,0,1305,922
884,1,462,None,1305,923
884,None,462,1,1306,924
885,0,462,None,1307,924
885,None,462,0,1308,924
886,0,462,None,1309,924
886,None,462,0,1310,924
887,0,462,None,1311,924
887,None,462,0,1312,924
888,1,463,None,1312,925
888,None,463,1,1313,926
889,0,463,None,1314,926
889,None,463,0,1315,926
890,1,464,None,1315,927
890,None,464,1,1316,928
891,1,465,None,1316,929
891,None,465,1,1317,930
892,1,466,None,1317,931
892,None,466,1,1318,932
893,1,467,None,1318,933
893,None,467,1,1319,934
894,0,467,None,1320,934
894,None,467,0,1321,934
895,0,467,None,1322,934
895,None,467,0,1323,934
896,0,467,None,1324,934
896,None,467,0,1325,934
897,0,467,None,1326,934
897,None,467,0,1327,934
898,1,468,None,1327,935
898,None,468,1,1328,936
899,1,469,None,1328,937
899,None,469,1,1329,938
900,0,469,None,1330,938
900,None,469,0,1331,938
901,0,469,None,1332,938
901,None,469,0,1333,938
902,1,470,None,1333,939
902,None,470,1,1334,940
903,1,471,None,1334,941
903,None,471,1,1335,942
904,1,472,None,1335,943
904,None,472,1,1336,944
905,0,472,None,1337,944
905,None,472,0,1338,944
906,1,473,None,1338,945
906,None,473,1,1339,946
907,0,473,None,1340,946
907,None,473,0,1341,946
908,1,474,None,1341,947
908,None,474,1,1342,948
909,0,474,None,1343,948
909,None,474,0,1344,948
910,1,475,None,1344,949
910,None,475,1,1345,950
911,0,475,None,1346,950
911,None,475,0,1347,950
912,1,476,None,1347,951
912,None,476,1,1348,952
913,0,476,None,1349,952
913,None,476,0,1350,952
914,0,476,None,1351,952
914,None,476,0,1352,952
915,0,476,None,1353,952
915,None,476,0,1354,952
916,0,476,None,1355,952
916,None,476,0,1356,952
917,1,477,None,1356,953
917,None,477,1,1357,954
918,1,478,None,1357,955
918,None,478,1,1358,956
919,0,478,None,1359,956
919,None,478,0,1360,956
920,0,478,None,1361,956
920,None,478,0,1362,956
921,0,478,None,1363,956
921,None,478,0,1364,956
922,0,478,None,1365,956
922,None,478,0,1366,956
923,0,478,None,1367,956
923,None,478,0,1368,956
924,1,479,None,1368,957
924,None,479,1,1369,958
925,0,479,None,1370,958
925,None,479,0,1371,958
926,1,480,None,1371,959
926,None,480,1,1372,960
927,1,481,None,1372,961
927,None,481,1,1373,962
928,1,482,None,1373,963
928,None,482,1,1374,964
929,0,482,None,1375,964
929,None,482,0,1376,964
930,1,483,None,1376,965
930,None,483,1,1377,966
931,1,484,None,1377,967
931,None,484,1,1378,968
932,0,484,None,1379,968
932,None,484,0,1380,968
933,0,484,None,1381,968
933,None,484,0,1382,968
934,1,485,None,1382,969
934,None,485,1,1383,970
935,0,485,None,1384,970
935,None,485,0,1385,970
936,1,486,None,1385,971
936,None,486,1,1386,972
937,0,486,None,1387,972
937,None,486,0,1388,972
938,1,487,None,1388,973
938,None,487,1,1389,974
939,0,487,None,1390,974
939,None,487,0,1391,974
940,1,488,None,1391,975
940,None,488,1,1392,976
941,0,488,None,1393,976
941,None,488,0,1394,976
942,0,488,None,1395,976
942,None,488,0,1396,976
943,0,488,None,1397,976
943,None,488,0,1398,976
944,1,489,None,1398,977
944,None,489,1,1399,978
945,1,490,None,1399,979
945,None,490,1,1400,980
946,1,491,None,1400,981
946,None,491,1,1401,982
947,1,492,None,1401,983
947,None,492,1,1402,984
948,0,492,None,1403,984
948,None,492,0,1404,984
949,0,492,None,1405,984
949,None,492,0,1406,984
950,1,493,None,1406,985
950,None,493,1,1407,986
951,1,494,None,1407,987
951,None,494,1,1408,988
952,0,494,None,1409,988
952,None,494,0,1410,988
953,1,495,None,1410,989
953,None,495,1,1411,990
954,1,496,None,1411,991
954,None,496,1,1412,992
955,0,496,None,1413,992
955,None,496,0,1414,992
956,0,496,None,1415,992
956,None,496,0,1416,992
957,0,496,None,1417,992
957,None,496,0,1418,992
958,0,496,None,1419,992
958,None,496,0,1420,992
959,0,496,None,1421,992
959,None,496,0,1422,992
960,0,496,None,1423,992
960,None,496,0,1424,992
961,1,497,None,1424,993
961,None,497,1,1425,994
962,0,497,None,1426,994
962,None,497,0,1427,994
963,1,498,None,1427,995
963,None,498,1,1428,996
964,1,499,None,1428,997
964,None,499,1,1429,998
965,0,499,None,1430,998
965,None,499,0,1431,998
966,0,499,None,1432,998
966,None,499,0,1433,998
967,0,499,None,1434,998
967,None,499,0,1435,998
968,1,500,None,1435,999
968,None,500,1,1436,1000
969,1,501,None,1436,1001
969,None,501,1,1437,1002
970,0,501,None,1438,1002
970,None,501,0,1439,1002
971,0,501,None,1440,1002
971,None,501,0,1441,1002
972,1,502,None,1441,1003
972,None,502,1,1442,1004
973,0,502,None,1443,1004
973,None,502,0,1444,1004
974,0,502,None,1445,1004
974,None,502,0,1446,1004
975,0,502,None,1447,1004
975,None,502,0,1448,1004
976,1,503,None,1448,1005
976,None,503,1,1449,1006
977,1,504,None,1449,1007
977,None,504,1,1450,1008
978,1,505,None,1450,1009
978,None,505,1,1451,1010
979,1,506,None,1451,1011
979,None,506,1,1452,1012
980,0,506,None,1453,1012
980,None,506,0,1454,1012
981,0,506,None,1455,1012
981,None,506,0,1456,1012
982,1,507,None,1456,1013
982,None,507,1,1457,1014
983,0,507,None,1458,1014
983,None,507,0,1459,1014
984,1,508,None,1459,1015
984,None,508,1,1460,1016
985,1,509,None,1460,1017
985,None,509,1,1461,1018
986,1,510,None,1461,1019
986,None,510,1,1462,1020
987,1,511,None,1462,1021
987,None,511,1,1463,1022
988,1,512,None,1463,1023
988,None,512,1,1464,1024
989,1,513,None,1464,1025
989,None,513,1,1465,1026
990,0,513,None,1466,1026
990,None,513,0,1467,1026
991,1,514,None,1467,1027
991,None,514,1,1468,1028
992,0,514,None,1469,1028
992,None,514,0,1470,1028
993,1,515,None,1470,1029
993,None,515,1,1471,1030
994,1,516,None,1471,1031
994,None,516,1,1472,1032
995,1,517,None,1472,1033
995,None,517,1,1473,1034
996,1,518,None,1473,1035
996,None,518,1,1474,1036
997,1,519,None,1474,1037
997,None,519,1,1475,1038
998,0,519,None,1476,1038
998,None,519,0,1477,1038
999,1,520,None,1477,1039
999,None,520,1,1478,1040
1000,0,520,None,1479,1040
1000,None,520,0,1480,1040
