GameRound, P1_choice, P1_score, P2_choice, P2_score, GameValue
565,None,273,0,857,546
566,0,273,None,858,546
566,None,273,0,859,546
567,1,274,None,859,547
567,None,274,1,860,548
568,0,274,None,861,548
568,None,274,0,862,548
569,0,274,None,863,548
569,None,274,0,864,548
570,0,274,None,865,548
570,None,274,0,866,548
571,1,275,None,866,549
571,None,275,1,867,550
572,1,276,None,867,551
572,None,276,1,868,552
573,0,276,None,869,552
573,None,276,0,870,552
574,0,276,None,871,552
574,None,276,0,872,552
575,0,276,None,873,552
575,None,276,0,874,552
576,1,277,None,874,553
576,None,277,1,875,554
577,1,278,None,875,555
577,None,278,1,876,556
578,1,279,None,876,557
578,None,279,1,877,558
579,1,280,None,877,559
579,None,280,1,878,560
580,1,281,None,878,561
580,None,281,1,879,562
581,0,281,None,880,562
581,None,281,0,881,562
582,0,281,None,882,562
582,None,281,0,883,562
583,0,281,None,884,562
583,None,281,0,885,562
584,1,282,None,885,563
584,None,282,1,886,564
585,0,282,None,887,564
585,None,282,0,888,564
586,0,282,None,889,564
586,None,282,0,890,564
587,1,283,None,890,565
587,None,283,1,891,566
588,0,283,None,892,566
588,None,283,0,893,566
589,0,283,None,894,566
589,None,283,0,895,566
590,1,284,None,895,567
590,None,284,1,896,568
591,1,285,None,896,569
591,None,285,1,897,570
592,1,286,None,897,571
592,None,286,1,898,572
593,0,286,None,899,572
593,None,286,0,900,572
594,0,286,None,901,572
594,None,286,0,902,572
595,1,287,None,902,573
595,None,287,1,903,574
596,1,288,None,903,575
596,None,288,1,904,576
597,0,288,None,905,576
597,None,288,0,906,576
598,0,288,None,907,576
598,None,288,0,908,576
599,1,289,None,908,577
599,None,289,1,909,578
600,0,289,None,910,578
600,None,289,0,911,578
601,1,290,None,911,579
601,None,290,1,912,580
602,1,291,None,912,581
602,None,291,1,913,582
603,1,292,None,913,583
603,None,292,1,914,584
604,1,293,None,914,585
604,None,293,1,915,586
605,1,294,None,915,587
605,None,294,1,916,588
606,0,294,None,917,588
606,None,294,0,918,588
607,0,294,None,919,588
607,None,294,0,920,588
608,0,294,None,921,588
608,None,294,0,922,588
609,1,295,None,922,589
609,None,295,1,923,590
610,0,295,None,924,590
610,None,295,0,925,590
611,0,295,None,926,590
611,None,295,0,927,590
612,1,296,None,927,591
612,None,296,1,928,592
613,0,296,None,929,592
613,None,296,0,930,592
614,0,296,None,931,592
614,None,296,0,932,592
615,1,297,None,932,593
615,None,297,1,933,594
616,1,298,None,933,595
616,None,298,1,934,596
617,0,298,None,935,596
617,None,298,0,936,596
618,0,298,None,937,596
618,None,298,0,938,596
619,1,299,None,938,597
619,None,299,1,939,598
620,1,300,None,939,599
620,None,300,1,940,600
621,1,301,None,940,601
621,None,301,1,941,602
622,1,302,None,941,603
622,None,302,1,942,604
623,0,302,None,943,604
623,None,302,0,944,604
624,1,303,None,944,605
624,None,303,1,945,606
625,0,303,None,946,606
625,None,303,0,947,606
626,1,304,None,947,607
626,None,304,1,948,608
627,1,305,None,948,609
627,None,305,1,949,610
628,1,306,None,949,611
628,None,306,1,950,612
629,0,306,None,951,612
629,None,306,0,952,612
630,0,306,None,953,612
630,None,306,0,954,612
631,1,307,None,954,613
631,None,307,1,955,614
632,0,307,None,956,614
632,None,307,0,957,614
633,0,307,None,958,614
633,None,307,0,959,614
634,1,308,None,959,615
634,None,308,1,960,616
635,1,309,None,960,617
635,None,309,1,961,618
636,1,310,None,961,619
636,None,310,1,962,620
637,0,310,None,963,620
637,None,310,0,964,620
638,0,310,None,965,620
638,None,310,0,966,620
639,0,310,None,967,620
639,None,310,0,968,620
640,0,310,None,969,620
640,None,310,0,970,620
641,1,311,None,970,621
641,None,311,1,971,622
642,0,311,None,972,622
642,None,311,0,973,622
643,0,311,None,974,622
643,None,311,0,975,622
644,1,312,None,975,623
644,None,312,1,976,624
645,0,312,None,977,624
645,None,312,0,978,624
646,0,312,None,979,624
646,None,312,0,980,624
647,1,313,None,980,625
647,None,313,1,981,626
648,0,313,None,982,626
648,None,313,0,983,626
649,0,313,None,984,626
649,None,313,0,985,626
650,1,314,None,985,627
650,None,314,1,986,628
651,1,315,None,986,629
651,None,315,1,987,630
652,1,316,None,987,631
652,None,316,1,988,632
653,0,316,None,989,632
653,None,316,0,990,632
654,0,316,None,991,632
654,None,316,0,992,632
655,1,317,None,992,633
655,None,317,1,993,634
656,0,317,None,994,634
656,None,317,0,995,634
657,0,317,None,996,634
657,None,317,0,997,634
658,1,318,None,997,635
658,None,318,1,998,636
659,0,318,None,999,636
659,None,318,0,1000,636
660,0,318,None,1001,636
660,None,318,0,1002,636
661,1,319,None,1002,637
661,None,319,1,1003,638
662,1,320,None,1003,639
662,None,320,1,1004,640
663,0,320,None,1005,640
663,None,320,0,1006,640
664,1,321,None,1006,641
664,None,321,1,1007,642
665,1,322,None,1007,643
665,None,322,1,1008,644
666,1,323,None,1008,645
666,None,323,1,1009,646
667,0,323,None,1010,646
667,None,323,0,1011,646
668,1,324,None,1011,647
668,None,324,1,1012,648
669,0,324,None,1013,648
669,None,324,0,1014,648
670,1,325,None,1014,649
670,None,325,1,1015,650
671,1,326,None,1015,651
671,None,326,1,1016,652
672,0,326,None,1017,652
672,None,326,0,1018,652
673,0,326,None,1019,652
673,None,326,0,1020,652
674,1,327,None,1020,653
674,None,327,1,1021,654
675,1,328,None,1021,655
675,None,328,1,1022,656
676,0,328,None,1023,656
676,None,328,0,1024,656
677,1,329,None,1024,657
677,None,329,1,1025,658
678,0,329,None,1026,658
678,None,329,0,1027,658
679,0,329,None,1028,658
679,None,329,0,1029,658
680,0,329,None,1030,658
680,None,329,0,1031,658
681,0,329,None,1032,658
681,None,329,0,1033,658
682,1,330,None,1033,659
682,None,330,1,1034,660
683,0,330,None,1035,660
683,None,330,0,1036,660
684,0,330,None,1037,660
684,None,330,0,1038,660
685,0,330,None,1039,660
685,None,330,0,1040,660
686,0,330,None,1041,660
686,None,330,0,1042,660
687,0,330,None,1043,660
687,None,330,0,1044,660
688,1,331,None,1044,661
688,None,331,1,1045,662
689,1,332,None,1045,663
689,None,332,1,1046,664
690,1,333,None,1046,665
690,None,333,1,1047,666
691,1,334,None,1047,667
691,None,334,1,1048,668
692,0,334,None,1049,668
692,None,334,0,1050,668
693,1,335,None,1050,669
693,None,335,1,1051,670
694,0,335,None,1052,670
694,None,335,0,1053,670
695,0,335,None,1054,670
695,None,335,0,1055,670
696,0,335,None,1056,670
696,None,335,0,1057,670
697,1,336,None,1057,671
697,None,336,1,1058,672
698,0,336,None,1059,672
698,None,336,0,1060,672
699,1,337,None,1060,673
699,None,337,1,1061,674
700,0,337,None,1062,674
700,None,337,0,1063,674
701,1,338,None,1063,675
701,None,338,1,1064,676
702,0,338,None,1065,676
702,None,338,0,1066,676
703,1,339,None,1066,677
703,None,339,1,1067,678
704,1,340,None,1067,679
704,None,340,1,1068,680
705,0,340,None,1069,680
705,None,340,0,1070,680
706,1,341,None,1070,681
706,None,341,1,1071,682
707,0,341,None,1072,682
707,None,341,0,1073,682
708,1,342,None,1073,683
708,None,342,1,1074,684
709,1,343,None,1074,685
709,None,343,1,1075,686
710,0,343,None,1076,686
710,None,343,0,1077,686
711,1,344,None,1077,687
711,None,344,1,1078,688
712,0,344,None,1079,688
712,None,344,0,1080,688
713,0,344,None,1081,688
713,None,344,0,1082,688
714,1,345,None,1082,689
714,None,345,1,1083,690
715,1,346,None,1083,691
715,None,346,1,1084,692
716,1,347,None,1084,693
716,None,347,1,1085,694
717,0,347,None,1086,694
717,None,347,0,1087,694
718,1,348,None,1087,695
718,None,348,1,1088,696
719,0,348,None,1089,696
719,None,348,0,1090,696
720,0,348,None,1091,696
720,None,348,0,1092,696
721,0,348,None,1093,696
721,None,348,0,1094,696
722,0,348,None,1095,696
722,None,348,0,1096,696
723,0,348,None,1097,696
723,None,348,0,1098,696
724,1,349,None,1098,697
724,None,349,1,1099,698
725,1,350,None,1099,699
725,None,350,1,1100,700
726,0,350,None,1101,700
726,None,350,0,1102,700
727,0,350,None,1103,700
727,None,350,0,1104,700
728,0,350,None,1105,700
728,None,350,0,1106,700
729,0,350,None,1107,700
729,None,350,0,1108,700
730,1,351,None,1108,701
730,None,351,1,1109,702
731,1,352,None,1109,703
731,None,352,1,1110,704
732,1,353,None,1110,705
732,None,353,1,1111,706
733,1,354,None,1111,707
733,None,354,1,1112,708
734,1,355,None,1112,709
734,None,355,1,1113,710
735,1,356,None,1113,711
735,None,356,1,1114,712
736,1,357,None,1114,713
736,None,357,1,1115,714
737,1,358,None,1115,715
737,None,358,1,1116,716
738,0,358,None,1117,716
738,None,358,0,1118,716
739,1,359,None,1118,717
739,None,359,1,1119,718
740,0,359,None,1120,718
740,None,359,0,1121,718
741,1,360,None,1121,719
741,None,360,1,1122,720
742,1,361,None,1122,721
742,None,361,1,1123,722
743,1,362,None,1123,723
743,None,362,1,1124,724
744,0,362,None,1125,724
744,None,362,0,1126,724
745,1,363,None,1126,725
745,None,363,1,1127,726
746,0,363,None,1128,726
746,None,363,0,1129,726
747,1,364,None,1129,727
747,None,364,1,1130,728
748,1,365,None,1130,729
748,None,365,1,1131,730
749,0,365,None,1132,730
749,None,365,0,1133,730
750,1,366,None,1133,731
750,None,366,1,1134,732
751,0,366,None,1135,732
751,None,366,0,1136,732
752,1,367,None,1136,733
752,None,367,1,1137,734
753,0,367,None,1138,734
753,None,367,0,1139,734
754,0,367,None,1140,734
754,None,367,0,1141,734
755,1,368,None,1141,735
755,None,368,1,1142,736
756,1,369,None,1142,737
756,None,369,1,1143,738
757,1,370,None,1143,739
757,None,370,1,1144,740
758,0,370,None,1145,740
758,None,370,0,1146,740
759,1,371,None,1146,741
759,None,371,1,1147,742
760,1,372,None,1147,743
760,None,372,1,1148,744
761,0,372,None,1149,744
761,None,372,0,1150,744
762,0,372,None,1151,744
762,None,372,0,1152,744
763,0,372,None,1153,744
763,None,372,0,1154,744
764,1,373,None,1154,745
764,None,373,1,1155,746
765,1,374,None,1155,747
765,None,374,1,1156,748
766,0,374,None,1157,748
766,None,374,0,1158,748
767,1,375,None,1158,749
767,None,375,1,1159,750
768,1,376,None,1159,751
768,None,376,1,1160,752
769,1,377,None,1160,753
769,None,377,1,1161,754
770,1,378,None,1161,755
770,None,378,1,1162,756
771,1,379,None,1162,757
771,None,379,1,1163,758
772,1,380,None,1163,759
772,None,380,1,1164,760
773,0,380,None,1165,760
773,None,380,0,1166,760
774,0,380,None,1167,760
774,None,380,0,1168,760
775,1,381,None,1168,761
775,None,381,1,1169,762
776,0,381,None,1170,762
776,None,381,0,1171,762
777,0,381,None,1172,762
777,None,381,0,1173,762
778,0,381,None,1174,762
778,None,381,0,1175,762
779,0,381,None,1176,762
779,None,381,0,1177,762
780,1,382,None,1177,763
780,None,382,1,1178,764
781,1,383,None,1178,765
781,None,383,1,1179,766
782,0,383,None,1180,766
782,None,383,0,1181,766
783,0,383,None,1182,766
783,None,383,0,1183,766
784,1,384,None,1183,767
784,None,384,1,1184,768
785,1,385,None,1184,769
785,None,385,1,1185,770
786,1,386,None,1185,771
786,None,386,1,1186,772
787,1,387,None,1186,773
787,None,387,1,1187,774
788,0,387,None,1188,774
788,None,387,0,1189,774
789,1,388,None,1189,775
789,None,388,1,1190,776
790,0,388,None,1191,776
790,None,388,0,1192,776
791,1,389,None,1192,777
791,None,389,1,1193,778
792,1,390,None,1193,779
792,None,390,1,1194,780
793,0,390,None,1195,780
793,None,390,0,1196,780
794,0,390,None,1197,780
794,None,390,0,1198,780
795,0,390,None,1199,780
795,None,390,0,1200,780
796,1,391,None,1200,781
796,None,391,1,1201,782
797,1,392,None,1201,783
797,None,392,1,1202,784
798,0,392,None,1203,784
798,None,392,0,1204,784
799,0,392,None,1205,784
799,None,392,0,1206,784
800,0,392,None,1207,784
800,None,392,0,1208,784
801,0,392,None,1209,784
801,None,392,0,1210,784
802,0,392,None,1211,784
802,None,392,0,1212,784
803,0,392,None,1213,784
803,None,392,0,1214,784
804,0,392,None,1215,784
804,None,392,0,1216,784
805,0,392,None,1217,784
805,None,392,0,1218,784
806,1,393,None,1218,785
806,None,393,1,1219,786
807,0,393,None,1220,786
807,None,393,0,1221,786
808,0,393,None,1222,786
808,None,393,0,1223,786
809,0,393,None,1224,786
809,None,393,0,1225,786
810,1,394,None,1225,787
810,None,394,1,1226,788
811,1,395,None,1226,789
811,None,395,1,1227,790
812,1,396,None,1227,791
812,None,396,1,1228,792
813,1,397,None,1228,793
813,None,397,1,1229,794
814,1,398,None,1229,795
814,None,398,1,1230,796
815,0,398,None,1231,796
815,None,398,0,1232,796
816,1,399,None,1232,797
816,None,399,1,1233,798
817,0,399,None,1234,798
817,None,399,0,1235,798
818,1,400,None,1235,799
818,None,400,1,1236,800
819,0,400,None,1237,800
819,None,400,0,1238,800
820,0,400,None,1239,800
820,None,400,0,1240,800
821,1,401,None,1240,801
821,None,401,1,1241,802
822,1,402,None,1241,803
822,None,402,1,1242,804
823,1,403,None,1242,805
823,None,403,1,1243,806
824,1,404,None,1243,807
824,None,404,1,1244,808
825,1,405,None,1244,809
825,None,405,1,1245,810
826,1,406,None,1245,811
826,None,406,1,1246,812
827,0,406,None,1247,812
827,None,406,0,1248,812
828,0,406,None,1249,812
828,None,406,0,1250,812
829,0,406,None,1251,812
829,None,406,0,1252,812
830,0,406,None,1253,812
830,None,406,0,1254,812
831,0,406,None,1255,812
831,None,406,0,1256,812
832,0,406,None,1257,812
832,None,406,0,1258,812
833,0,406,None,1259,812
833,None,406,0,1260,812
834,1,407,None,1260,813
834,None,407,1,1261,814
835,1,408,None,1261,815
835,None,408,1,1262,816
836,0,408,None,1263,816
836,None,408,0,1264,816
837,1,409,None,1264,817
837,None,409,1,1265,818
838,1,410,None,1265,819
838,None,410,1,1266,820
839,1,411,None,1266,821
839,None,411,1,1267,822
840,1,412,None,1267,823
840,None,412,1,1268,824
841,1,413,None,1268,825
841,None,413,1,1269,826
842,1,414,None,1269,827
842,None,414,1,1270,828
843,0,414,None,1271,828
843,None,414,0,1272,828
844,0,414,None,1273,828
844,None,414,0,1274,828
845,0,414,None,1275,828
845,None,414,0,1276,828
846,1,415,None,1276,829
846,None,415,1,1277,830
847,1,416,None,1277,831
847,None,416,1,1278,832
848,1,417,None,1278,833
848,None,417,1,1279,834
849,1,418,None,1279,835
849,None,418,1,1280,836
850,0,418,None,1281,836
850,None,418,0,1282,836
851,1,419,None,1282,837
851,None,419,1,1283,838
852,1,420,None,1283,839
852,None,420,1,1284,840
853,0,420,None,1285,840
853,None,420,0,1286,840
854,1,421,None,1286,841
854,None,421,1,1287,842
855,0,421,None,1288,842
855,None,421,0,1289,842
856,1,422,None,1289,843
856,None,422,1,1290,844
857,0,422,None,1291,844
857,None,422,0,1292,844
858,0,422,None,1293,844
858,None,422,0,1294,844
859,1,423,None,1294,845
859,None,423,1,1295,846
860,1,424,None,1295,847
860,None,424,1,1296,848
861,0,424,None,1297,848
861,None,424,0,1298,848
862,0,424,None,1299,848
862,None,424,0,1300,848
863,1,425,None,1300,849
863,None,425,1,1301,850
864,1,426,None,1301,851
864,None,426,1,1302,852
865,1,427,None,1302,853
865,None,427,1,1303,854
866,1,428,None,1303,855
866,None,428,1,1304,856
867,1,429,None,1304,857
867,None,429,1,1305,858
868,0,429,None,1306,858
868,None,429,0,1307,858
869,0,429,None,1308,858
869,None,429,0,1309,858
870,1,430,None,1309,859
870,None,430,1,1310,860
871,1,431,None,1310,861
871,None,431,1,1311,862
872,0,431,None,1312,862
872,None,431,0,1313,862
873,1,432,None,1313,863
873,None,432,1,1314,864
874,0,432,None,1315,864
874,None,432,0,1316,864
875,0,432,None,1317,864
875,None,432,0,1318,864
876,0,432,None,1319,864
876,None,432,0,1320,864
877,0,432,None,1321,864
877,None,432,0,1322,864
878,0,432,None,1323,864
878,None,432,0,1324,864
879,0,432,None,1325,864
879,None,432,0,1326,864
880,1,433,None,1326,865
880,None,433,1,1327,866
881,1,434,None,1327,867
881,None,434,1,1328,868
882,0,434,None,1329,868
882,None,434,0,1330,868
883,1,435,None,1330,869
883,None,435,1,1331,870
884,0,435,None,1332,870
884,None,435,0,1333,870
885,0,435,None,1334,870
885,None,435,0,1335,870
886,1,436,None,1335,871
886,None,436,1,1336,872
887,1,437,None,1336,873
887,None,437,1,1337,874
888,1,438,None,1337,875
888,None,438,1,1338,876
889,0,438,None,1339,876
889,None,438,0,1340,876
890,0,438,None,1341,876
890,None,438,0,1342,876
891,1,439,None,1342,877
891,None,439,1,1343,878
892,1,440,None,1343,879
892,None,440,1,1344,880
893,1,441,None,1344,881
893,None,441,1,1345,882
894,1,442,None,1345,883
894,None,442,1,1346,884
895,0,442,None,1347,884
895,None,442,0,1348,884
896,0,442,None,1349,884
896,None,442,0,1350,884
897,1,443,None,1350,885
897,None,443,1,1351,886
898,1,444,None,1351,887
898,None,444,1,1352,888
899,1,445,None,1352,889
899,None,445,1,1353,890
900,1,446,None,1353,891
900,None,446,1,1354,892
901,1,447,None,1354,893
901,None,447,1,1355,894
902,0,447,None,1356,894
902,None,447,0,1357,894
903,1,448,None,1357,895
903,None,448,1,1358,896
904,0,448,None,1359,896
904,None,448,0,1360,896
905,1,449,None,1360,897
905,None,449,1,1361,898
906,1,450,None,1361,899
906,None,450,1,1362,900
907,0,450,None,1363,900
907,None,450,0,1364,900
908,1,451,None,1364,901
908,None,451,1,1365,902
909,1,452,None,1365,903
909,None,452,1,1366,904
910,0,452,None,1367,904
910,None,452,0,1368,904
911,0,452,None,1369,904
911,None,452,0,1370,904
912,0,452,None,1371,904
912,None,452,0,1372,904
913,1,453,None,1372,905
913,None,453,1,1373,906
914,0,453,None,1374,906
914,None,453,0,1375,906
915,1,454,None,1375,907
915,None,454,1,1376,908
916,0,454,None,1377,908
916,None,454,0,1378,908
917,1,455,None,1378,909
917,None,455,1,1379,910
918,1,456,None,1379,911
918,None,456,1,1380,912
919,1,457,None,1380,913
919,None,457,1,1381,914
920,1,458,None,1381,915
920,None,458,1,1382,916
921,0,458,None,1383,916
921,None,458,0,1384,916
922,0,458,None,1385,916
922,None,458,0,1386,916
923,0,458,None,1387,916
923,None,458,0,1388,916
924,0,458,None,1389,916
924,None,458,0,1390,916
925,0,458,None,1391,916
925,None,458,0,1392,916
926,0,458,None,1393,916
926,None,458,0,1394,916
927,0,458,None,1395,916
927,None,458,0,1396,916
928,0,458,None,1397,916
928,None,458,0,1398,916
929,0,458,None,1399,916
929,None,458,0,1400,916
930,0,458,None,1401,916
930,None,458,0,1402,916
931,0,458,None,1403,916
931,None,458,0,1404,916
932,1,459,None,1404,917
932,None,459,1,1405,918
933,1,460,None,1405,919
933,None,460,1,1406,920
934,1,461,None,1406,921
934,None,461,1,1407,922
935,0,461,None,1408,922
935,None,461,0,1409,922
936,0,461,None,1410,922
936,None,461,0,1411,922
937,1,462,None,1411,923
937,None,462,1,1412,924
938,0,462,None,1413,924
938,None,462,0,1414,924
939,1,463,None,1414,925
939,None,463,1,1415,926
940,0,463,None,1416,926
940,None,463,0,1417,926
941,0,463,None,1418,926
941,None,463,0,1419,926
942,0,463,None,1420,926
942,None,463,0,1421,926
943,0,463,None,1422,926
943,None,463,0,1423,926
944,0,463,None,1424,926
944,None,463,0,1425,926
945,0,463,None,1426,926
945,None,463,0,1427,926
946,1,464,None,1427,927
946,None,464,1,1428,928
947,0,464,None,1429,928
947,None,464,0,1430,928
948,0,464,None,1431,928
948,None,464,0,1432,928
949,1,465,None,1432,929
949,None,465,1,1433,930
950,0,465,None,1434,930
950,None,465,0,1435,930
951,1,466,None,1435,931
951,None,466,1,1436,932
952,0,466,None,1437,932
952,None,466,0,1438,932
953,1,467,None,1438,933
953,None,467,1,1439,934
954,1,468,None,1439,935
954,None,468,1,1440,936
955,0,468,None,1441,936
955,None,468,0,1442,936
956,1,469,None,1442,937
956,None,469,1,1443,938
957,1,470,None,1443,939
957,None,470,1,1444,940
958,1,471,None,1444,941
958,None,471,1,1445,942
959,0,471,None,1446,942
959,None,471,0,1447,942
960,0,471,None,1448,942
960,None,471,0,1449,942
961,0,471,None,1450,942
961,None,471,0,1451,942
962,1,472,None,1451,943
962,None,472,1,1452,944
963,0,472,None,1453,944
963,None,472,0,1454,944
964,1,473,None,1454,945
964,None,473,1,1455,946
965,0,473,None,1456,946
965,None,473,0,1457,946
966,0,473,None,1458,946
966,None,473,0,1459,946
967,0,473,None,1460,946
967,None,473,0,1461,946
968,1,474,None,1461,947
968,None,474,1,1462,948
969,1,475,None,1462,949
969,None,475,1,1463,950
970,0,475,None,1464,950
970,None,475,0,1465,950
971,0,475,None,1466,950
971,None,475,0,1467,950
972,1,476,None,1467,951
972,None,476,1,1468,952
973,1,477,None,1468,953
973,None,477,1,1469,954
974,0,477,None,1470,954
974,None,477,0,1471,954
975,1,478,None,1471,955
975,None,478,1,1472,956
976,1,479,None,1472,957
976,None,479,1,1473,958
977,1,480,None,1473,959
977,None,480,1,1474,960
978,1,481,None,1474,961
978,None,481,1,1475,962
979,0,481,None,1476,962
979,None,481,0,1477,962
980,1,482,None,1477,963
980,None,482,1,1478,964
981,0,482,None,1479,964
981,None,482,0,1480,964
982,1,483,None,1480,965
982,None,483,1,1481,966
983,0,483,None,1482,966
983,None,483,0,1483,966
984,1,484,None,1483,967
984,None,484,1,1484,968
985,0,484,None,1485,968
985,None,484,0,1486,968
986,0,484,None,1487,968
986,None,484,0,1488,968
987,1,485,None,1488,969
987,None,485,1,1489,970
988,1,486,None,1489,971
988,None,486,1,1490,972
989,0,486,None,1491,972
989,None,486,0,1492,972
990,0,486,None,1493,972
990,None,486,0,1494,972
991,0,486,None,1495,972
991,None,486,0,1496,972
992,0,486,None,1497,972
992,None,486,0,1498,972
993,1,487,None,1498,973
993,None,487,1,1499,974
994,0,487,None,1500,974
994,None,487,0,1501,974
995,0,487,None,1502,974
995,None,487,0,1503,974
996,0,487,None,1504,974
996,None,487,0,1505,974
997,0,487,None,1506,974
997,None,487,0,1507,974
998,1,488,None,1507,975
998,None,488,1,1508,976
999,1,489,None,1508,977
999,None,489,1,1509,978
1000,1,490,None,1509,979
1000,None,490,1,1510,980
